NIV1	Básico	Sin experiencia o menos de 6 meses
NIV2	Intermedio	6 meses a 2 años de experiencia
NIV3	Avanzado	Más de 2 años de entrenamiento constante
NIV4	Alto Rendimiento	Más de 5 años de entrenamiento constante
